ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;;1;44415000;;;;;;null;;;TOKYO;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES TIPO COMPACTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;
;;1;12684000;;;;;;null;;;TOKYO;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES TIPO COMPACTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;
;;1;1011000;;;;;;null;;;EVOLUTION;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;Marca:EVOLUTION&Producto:COMPLEMENTOS FITNESS&Segmento:FITNESS&Vendedor:Sara Comercial;;
;;1;421000;;;;;;null;;;EVOLUTION;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;Marca:EVOLUTION&Producto:COMPLEMENTOS FITNESS&Segmento:FITNESS&Vendedor:Sara Comercial;;
;;1;44415000;;;;;;null;;;TOKYO;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES TIPO COMPACTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;
;;1;156000;;;;;;null;;;MALTA;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:MALTA&Producto:REBANADORES COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;;1;195000;;;;;;null;;;MALTA;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:MALTA&Producto:REBANADORES COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;;1;1835000;;;;;;null;;;TOKYO;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES DE VENTANA&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;
;;1;74973000;;;;;;null;;;TOKYO;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES TIPO COMPACTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;
;;1;311000;;;;;;null;;;KITCHENAID;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;;1;19528000;;;;;;null;;;SKYMSEN;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:SKYMSEN&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;;1;1250000;;;;;;null;;;KITCHENAID;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;;1;7818000;;;;;;null;;;SKYMSEN;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:SKYMSEN&Producto:REBANADORES COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;;1;2032000;;;;;;null;;;KITCHENAID;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;;1;750000;;;;;;null;;;KITCHENAID;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;;1;468000;;;;;;null;;;TURBOCHEF;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
